ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Rated Breaking Capacity (A)
A326,"Indicator Red Slow Blow Movement 0.4A 250V Axial 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Through Hole, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,22.5mm,5.8mm,0.4A,Glass,e3,1.325J,Low,250V,NA,1.6(Typ)W,Through Hole,THROUGH HOLE,2,35A
A327,"Indicator Red Slow Blow Movement 0.4A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,0.4A,Glass,NA,1.325J,Low,250V,NA,1.6(Typ)W,Holder,INLINE/HOLDER,2,35A
A328,"Indicator Red Slow Blow Movement 0.4A 250V Holder Axial Melf 5 X 20mm Glass T/R CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.4A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,0.4A,Glass,e3,NA,Low,250V,NA,NA,Holder,NA,2,35A
A329,"Indicator Red Slow Blow Movement 0.5A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.5A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,0.5A,Glass,NA,NA,Low,250V,NA,1.6(Typ)W,Holder,NA,2,35A
A330,"Indicator Red Slow Blow Movement 0.63A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.63A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,0.63A,Glass,e3,NA,Low,250V,NA,1.6(Typ)W,Holder,NA,2,35A
A331,"Indicator Red Slow Blow Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.8A, 250VAC, 35A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,0.8A,Glass,NA,3.37J,Low,250V,NA,1.6(Typ)W,Holder,INLINE/HOLDER,2,35A
A332,"Indicator Red Slow Blow Movement 0.8A 250V Holder Axial Melf 5 X 20mm Glass T/R Automotive CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 0.8A, 35A (IR), Supplemental, 5x20mm",Slow Blow,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,0.8A,Glass,NA,NA,Low,250V,NA,1.6W,Holder,NA,2,35A
A333,"TIME LAG, 20mm, 5.2mm, 3.33J, Low, INLINE/HOLDER, 5.2mm  x  20mm, 150A, 1A, 250V",NA,NA,NA,TIME LAG,NA,20mm,5.2mm,150A,NA,NA,3.33J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,150A
A334,"Slow Blow, Motor Circuit, 1A, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Slow Blow,NA,Motor Circuit,NA,NA,5,20,1A,NA,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A335,"TIME LAG, 20mm, 5.2mm, 70.95J, Low, INLINE/HOLDER, 5.2mm  x  20mm, 150A, 4A, 250V",NA,NA,NA,TIME LAG,NA,20mm,5.2mm,150A,NA,NA,70.95J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,150A
A336,"Slow Blow, 5 X 20mm",Slow Blow,NA,NA,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
A337,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Bulk CCC/CSA/PSE/SEMKO/UL Electric Indicator, Time Lag Blow, 4A, 250VAC, 150A (IR), Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 150 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,4A,NA,NA,330J,Low,250V,NA,1.6W,Holder,INLINE/HOLDER,2,150A
A338,"Slow Blow, Motor Circuit, 4A, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Slow Blow,NA,Motor Circuit,NA,NA,5,20,4A,NA,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A339,"TIME LAG, 20mm, 5.2mm, 114J, Low, INLINE/HOLDER, 5.2mm  x  20mm, 150A, 5A, 250V",NA,NA,NA,TIME LAG,NA,20mm,5.2mm,150A,NA,NA,114J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,150A
A340,"Slow Blow, 5 X 20mm",Slow Blow,NA,NA,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
A341,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 150A (IR), Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 150 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,2.5A,Glass,NA,138J,Low,250V,NA,1.6(Typ)W,Holder,INLINE/HOLDER,2,150A
A342,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,NA,NA,NA,2,NA
A343,"Slow Blow, Motor Circuit, 0.63A, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Slow Blow,NA,Motor Circuit,NA,NA,5,20,0.63A,NA,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A344,"Fast, Motor Circuit, 4A, Glass, 6.3 X 32mm, 250V, Holder, 2.0, 4.5mm, 14.48mm",Fast,NA,Motor Circuit,NA,NA,6.3,32,4A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A345,"FAST, 14.48mm, 4.5mm, 2AG, 9.4J, Low, INLINE/HOLDER, 125Cel, -55Cel, 4.5mm  x  14.48mm, 500A, 4A, 125V, 125V, 125V",Fast,NA,NA,FAST,NA,14.48mm,4.5mm,500A,NA,NA,9.4J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,500A
A346,"Fast, Motor Circuit, 5A, Glass, 6.3 X 32mm, 125V, Holder, 2.0, 4.5mm, 14.48mm",Fast,NA,Motor Circuit,NA,NA,6.3,32,5A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A347,"FAST, 14.48mm, 4.5mm, 2AG, e3, 17J, Low, INLINE/HOLDER, 125Cel, -55Cel, 4.5mm  x  14.48mm, 500A, 5A, 250V, 125V, 125V",Fast,NA,NA,FAST,NA,14.48mm,4.5mm,500A,NA,e3,17J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,500A
A348,"Fast, Motor Circuit, 6A, Glass, 6.3 X 32mm, 250V, Holder, 2.0, 4.5mm, 14.48mm",Fast,NA,Motor Circuit,NA,NA,6.3,32,6A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A349,"FAST, 14.48mm, 4.5mm, 2AG, e3, 22.1J, Low, INLINE/HOLDER, 125Cel, -55Cel, 4.5mm  x  14.48mm, 500A, 6A, 125V, 125V, 125V",Fast,NA,NA,FAST,NA,14.48mm,4.5mm,500A,NA,e3,22.1J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,500A
A350,"Fast, Motor Circuit, 7A, Glass, 6.3 X 32mm, 250V, Holder, 2.0, 4.5mm, 14.48mm",Fast,NA,Motor Circuit,NA,NA,6.3,32,7A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A351,"FAST, 14.48mm, 4.5mm, 2AG, e3, 40J, Low, INLINE/HOLDER, 125Cel, -55Cel, 4.5mm  x  14.48mm, 500A, 7A, 125V, 125V, 125V",Fast,NA,NA,FAST,NA,14.48mm,4.5mm,500A,NA,e3,40J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,500A
A352,"Fast, Motor Circuit, 8A, Glass, 6.3 X 32mm, 250V, Holder, 2.0, 4.5mm, 14.48mm",Fast,NA,Motor Circuit,NA,NA,6.3,32,8A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A353,"FAST, 14.48mm, 4.5mm, 2AG, e3, 56J, Low, INLINE/HOLDER, 125Cel, -55Cel, 4.5mm  x  14.48mm, 500A, 8A, 125V, 125V, 125V",Fast,NA,NA,FAST,NA,14.48mm,4.5mm,500A,NA,e3,56J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,500A
A354,"Fast, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 10A, Glass, 5 X 15mm, 125V, 125V, Holder, 2.0, 4.5mm, 14.48mm",Fast,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,15,10A,Glass,NA,NA,NA,125V,125V,NA,Holder,NA,2,NA
A355,"FAST, 14.48mm, 4.5mm, 2AG, 116J, Low, INLINE/HOLDER, 125Cel, -55Cel, 4.5mm  x  14.48mm, 500A, 10A, 125V, 125V, 125V",Fast,NA,NA,FAST,NA,14.48mm,4.5mm,500A,NA,NA,116J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,500A
A356,"Slow Blow, Telecom Industry, 2.5A, Glass, 5 X 15mm, 250V",Slow Blow,NA,Telecom Industry,NA,NA,5,15,2.5A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A357,"Medium Time Delay, Motor Circuit, 1A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,1A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A358,"Medium Time Delay, Motor Circuit, 2A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,2A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A359,"Medium Time Delay, Motor Circuit, 3A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,3A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A360,"Medium Time Delay, Motor Circuit, 4A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,4A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A361,"Medium Time Delay, Motor Circuit, 5A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,5A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A362,"Medium Time Delay, Motor Circuit, 8A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,8A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A363,"Medium Time Delay, Motor Circuit, 10A, Glass, 5 X 20mm, 250V",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,10A,Glass,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A364,"MEDIUM, 20mm, 5.2mm, 6.144J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,NA,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,6.144J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A365,"Medium Time Delay, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 1.6A, Glass, 5 X 20mm, 125V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,20,1.6A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A366,"MEDIUM, 20mm, 5.2mm, 17.041J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,NA,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,17.041J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A367,"Medium Time Delay, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 2.5A, Glass, 5 X 20mm, 125V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,20,2.5A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A368,"MEDIUM, 20mm, 5.2mm, 36.272J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,NA,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,36.272J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A369,"Medium Time Delay, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 3.5A, Glass, 5 X 20mm, 125V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,20,3.5A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A370,"MEDIUM, 20mm, 5.2mm, 151.905J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,NA,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,151.905J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A371,"Medium Time Delay, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 6.3A, Glass, 5 X 20mm, 125V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,20,6.3A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A372,"MEDIUM, 20mm, 5.2mm, 3.389J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,NA,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,3.389J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A373,"Medium Time Delay, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 1.25A, Glass, 5 X 20mm, 125V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,20,1.25A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A374,"MEDIUM, 20mm, 5.2mm, 29.797J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,NA,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,29.797J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A375,"Medium Time Delay, Supplementary Protection|Utilization Equipment to Provide Individual Protection, 3.15A, Glass, 5 X 20mm, 125V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Supplementary Protection|Utilization Equipment to Provide Individual Protection,NA,NA,5,20,3.15A,Glass,NA,NA,NA,125V,NA,NA,Holder,NA,2,NA
A376,"Indicator Red Medium Time Delay Movement 3.15A 125V Holder Axial Melf 5 X 20mm Glass CE/CSA/KC/PSE/UL Electric Indicator, Medium Blow, 3.15A, 125VAC, 10000A (IR), Inline/holder",Medium Time Delay,RATED BREAKING CAPACITY AT 125 VAC: 10000 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,MEDIUM,NA,20mm,5.2mm,3.15A,Glass,NA,30.6J,High,125V,NA,NA,Holder,INLINE/HOLDER,2,NA
A377,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 2.03J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,2.03J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A378,"Medium Time Delay, Motor Circuit, 1A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,1A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A379,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 10.2J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,10.2J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A380,"Medium Time Delay, Motor Circuit, 2A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,2A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A381,"Indicator 2A 250V Medium Time Delay Movement 2-Pin Bulk Electric Indicator, Medium Blow, 2A, 250VAC, 100A (IR), Inline/holder",Medium Time Delay,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,Supplementary Protection,MEDIUM,NA,20mm,5.2mm,2A,Glass,NA,10.2J,Low,250V,NA,NA,Through Hole,INLINE/HOLDER,2,NA
A382,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 27J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,27J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A383,"Medium Time Delay, Motor Circuit, 3A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,3A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A384,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 10.7J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,10.7J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A385,"Medium Time Delay, Motor Circuit, 4A, Ceramic, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,4A,Ceramic,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A386,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 21.2J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,21.2J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A387,"Medium Time Delay, Motor Circuit, 5A, Ceramic, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,5A,Ceramic,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A388,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 33.9J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,33.9J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A389,"Medium Time Delay, Motor Circuit, 6A, Ceramic, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,6A,Ceramic,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A390,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 82.9J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,82.9J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A391,"Medium Time Delay, Motor Circuit, 8A, Ceramic, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,8A,Ceramic,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A392,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 133J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,133J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A393,"Medium Time Delay, Motor Circuit, 10A, Ceramic, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,10A,Ceramic,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A394,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 6.31J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,6.31J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A395,"Medium Time Delay, Motor Circuit, 1.6A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,1.6A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A396,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 17.5J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,17.5J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A397,"Medium Time Delay, Motor Circuit, 2.5A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,2.5A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A398,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 37.3J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,37.3J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A399,"Medium Time Delay, Motor Circuit, 3.5A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,3.5A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A400,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 37.3J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,37.3J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A401,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 38.7J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,38.7J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A402,"Medium Time Delay, Motor Circuit, 6.3A, Ceramic, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,6.3A,Ceramic,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A403,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 3.48J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,3.48J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A404,"Medium Time Delay, Motor Circuit, 1.25A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,1.25A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A405,"PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT, MEDIUM, 20mm, 5.2mm, 30.6J, Low, INLINE/HOLDER, 125Cel, -55Cel",NA,PRE-ARCING TIME: OPEN WITHIN 0.4 SEC. AT 200% RATED CURRENT,NA,MEDIUM,NA,20mm,5.2mm,NA,NA,NA,30.6J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,NA
A406,"Medium Time Delay, Motor Circuit, 3.15A, Glass, 5 X 20mm, 250V, Holder, 2.0, 5.2mm, 20mm",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,3.15A,Glass,NA,NA,NA,250V,NA,NA,Holder,NA,2,NA
A407,"Indicator Red Fast Movement 1A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL Electric Indicator, Fast Blow, 1A, 250VAC, 100A (IR), Inline/holder",Fast,RATED BREAKING CAPACITY AT 250 VAC: 100 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,FAST,NA,5.2mm,20mm,1A,Glass,NA,0.4675J,Low,250V,NA,NA,Holder,INLINE/HOLDER,2,100A
A408,"Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Bulk CE/CSA/KC/PSE/UL Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 100A (IR), Supplemental, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 100 A,Supplementary Protection|Utilization Equipment to Provide Individual Protection,TIME LAG,NA,20mm,5.2mm,2.5A,Glass,NA,79.705J,Low,250V,NA,NA,Holder,INLINE/HOLDER,2,100A
